CCLF File,CCLF Claim Field Label,Claim Field Name,Claim Field Description,FHIR R3 - Mapping,FHIR R3 Additional Info,FHIR R3 - See Also,Data Type,CCW SHORT SAS NAME,CCW LONG SAS NAME
CCLF5,CLM_DGNS_7_CD,Claim Diagnosis Seventh Code,The seventh of 12 allowable ICD-9/10 diagnosis code identifying the beneficiary's illness or disability.,Eob.diagnosis[N].diagnosisCodeableConcept.coding.code,"Discriminator =  Eob.diagnosis[N].sequence = {corresponding number in column B}.  For example, CLM_DGNS_1_CD = Eob.diagnosis[N].sequence = 7","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab",CHAR,ICD_DGNS_CD7,ICD_DGNS_CD7
CCLF5,CLM_DGNS_8_CD,Claim Diagnosis Eighth Code,The eighth of 12 allowable ICD-9/10 diagnosis code identifying the beneficiary's illness or disability.,Eob.diagnosis[N].diagnosisCodeableConcept.coding.code,"Discriminator =  Eob.diagnosis[N].sequence = {corresponding number in column B}.  For example, CLM_DGNS_1_CD = Eob.diagnosis[N].sequence = 8","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab",CHAR,ICD_DGNS_CD8,ICD_DGNS_CD8
CCLF5,DGNS_PRCDR_ICD_IND,ICD Version Indicator,"9=ICD-9; 0=ICD-10, U=any value other than 9 or 0 in the source data",Eob.diagnosis[N].diagnosisCodeableConcept.coding[X].system,"When DGNS_PRCDR_ICD_IND=""9"", coding[X].system = ""http://hl7.org/fhir/sid/icd-9-cm""

When DGNS_PRCDR_ICD_IND=""0"", coding[X].system = ""http://hl7.org/fhir/sid/icd-10-cm""

When DGNS_PRCDR_ICD_IND=""U"", coding[X].system = ""https://bluebutton.cms.gov/resources/codesystem/diagnosis-type"" 

",,CHAR,ICD_DGNS_VRSN_CD1,ICD_DGNS_VRSN_CD1
CCLF5,CLM_DGNS_9_CD,Claim Diagnosis Ninth Code,The ninth of 12 allowable ICD-9/10 diagnosis code identifying the beneficiary's illness or disability.,Eob.diagnosis[N].diagnosisCodeableConcept.coding.code,"Discriminator =  Eob.diagnosis[N].sequence = {corresponding number in column A}.  For example, CLM_DGNS_1_CD = Eob.diagnosis[N].sequence = 1","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab",CHAR,ICD_DGNS_CD9,ICD_DGNS_CD9
CCLF5,CLM_DGNS_10_CD,Claim Diagnosis Tenth Code,The tenth of 12 allowable ICD-9/10 diagnosis code identifying the beneficiary's illness or disability.,Eob.diagnosis[N].diagnosisCodeableConcept.coding.code,"Discriminator =  Eob.diagnosis[N].sequence = {corresponding number in column A}.  For example, CLM_DGNS_1_CD = Eob.diagnosis[N].sequence = 1","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab",CHAR,ICD_DGNS_CD10,ICD_DGNS_CD10
CCLF5,CLM_DGNS_11_CD,Claim Diagnosis Eleventh Code,The eleventh of 12 allowable ICD-9/10 diagnosis code identifying the beneficiary's illness or disability.,Eob.diagnosis[N].diagnosisCodeableConcept.coding.code,"Discriminator =  Eob.diagnosis[N].sequence = {corresponding number in column A}.  For example, CLM_DGNS_1_CD = Eob.diagnosis[N].sequence = 1","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab",CHAR,ICD_DGNS_CD11,ICD_DGNS_CD11
CCLF5,CLM_DGNS_12_CD,Claim Diagnosis Twelfth Code,The twelfth of 12 allowable ICD-9/10 diagnosis code identifying the beneficiary's illness or disability.,Eob.diagnosis[N].diagnosisCodeableConcept.coding.code,"Discriminator =  Eob.diagnosis[N].sequence = {corresponding number in column A}.  For example, CLM_DGNS_1_CD = Eob.diagnosis[N].sequence = 1","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab",CHAR,ICD_DGNS_CD12,ICD_DGNS_CD12
CCLF5,HCPCS_BETOS_CD,HCPCS BETOS Code,A code representing a clinical category. The Berenson-Eggers Type of Service (BETOS) code.,"Eob.item[N].extension[N].valueCoding.code
 ","discriminatory =  Eob.item[N].extension[N].url =""https://bluebutton.cms.gov/resources/variables/betos_cd""

Eob.item.extension.valueCoding.system = ""https://bluebutton.cms.gov/resources/variables/betos_cd""
 Eob.item.extension.valueCoding.display = {corresponding description from valueset identified in .system}

Extension definition is at https://bluebutton.cms.gov/assets/ig/StructureDefinition-bluebutton-dme-betos-cd-extension.html","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab

For information about extensions, see ""Extensions"" in the Glossary tab",CHAR,BETOS,BETOS_CD
,,,,,,,,,
CCLF6,CUR_CLM_UNIQ_ID,Current Claim Unique Identifier,A unique identification number assigned to the claim.,"Not mapped
",The values displayed for Current Claim Unique Identifier in CCLF files are unique to CCLF. There is no direct mapping of CUR_CLM_UNIQ_ID (CCLF) to FHIR ,,CHAR,CLM_ID,CLM_ID
CCLF6,CLM_LINE_NUM,Claim Line Number,A sequential number that identifies a specific claim line within a given claim.,Eob.item.sequence,Eob.item.sequence,,NUM,CLM_LN,CLM_LINE_NUM
CCLF6,BENE_MBI_ID,Medicare Beneficiary Identifier,A Medicare Beneficiary Identifier assigned to a beneficiary. ,Patient.identifier[N].value,"Discriminator =  Patient.identifier[N].system = ""http://hl7.org/fhir/sid/us-mbi"" and Patient.extension[N].valueCoding.code = ""current""

Eob.patient.reference provides logical reference to corresponding Patient resource e.g. /Patient/123.  

","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab",CHAR,BENE_ID,BENE_ID
CCLF6,BENE_HIC_NUM,Beneficiary HIC Number,"A beneficiary identifier. The HICN that appears in this field is the beneficiary’s current HICN, not necessarily the HICN that was used to process the claim.",Not mapped,HICN is not provided,"For information about list elements and discriminators, see ""Slicing"" in the Glossary tab",CHAR,N/A,N/A
CCLF6,CLM_TYPE_CD,Claim Type Code,Signifies the type of claim being submitted through the Medicare or Medicaid programs.,"Eob.type.coding[N].code
","Discriminator =  type.coding.system = ""https://bluebutton.cms.gov/resources/variables/nch_clm_type_cd""
OR
""https://bluebutton.cms.gov/resources/codesystem/eob-type""
OR
http://hl7.org/fhir/ex-claimtype



type.coding.display = {corresponding description from valueset specified in .system}","See https://bluebutton.cms.gov/resources/codesystem/eob-type/

For information about list elements and discriminators, see ""Slicing"" in the Glossary tab",CHAR,CLM_TYPE,NCH_CLM_TYPE_CD
CCLF6,CLM_FROM_DT,Claim From Date,The first day on the billing statement that covers services rendered to the beneficiary. ,Eob.billablePeriod.start,,,DATE,FROM_DT,CLM_FROM_DT
CCLF6,CLM_THRU_DT,Claim Thru Date,The last day on the billing statement that covers services rendered to the beneficiary.,Eob.billablePeriod.end,,,DATE,THRU_DT,CLM_THRU_DT
CCLF6,CLM_FED_TYPE_SRVC_CD,Claim Federal Type Service Code,"Indicates the type of service (e.g., consultation, surgery), provided to the beneficiary.  Types of Service Code are defined in the Medicare Carrier Manual. ",Eob.item[N].category.coding.code,"Eob.item[N].category.coding.system = https://bluebutton.cms.gov/resources/variables/line_cms_type_srvc_cd""

Eob.item[N].category.coding.display = {corresponding description from valueset identified in .system}",,CHAR,TYPSRVCB,LINE_CMS_TYPE_SRVC_CD
CCLF6,CLM_POS_CD,Claim Place of Service Code,"Indicates place where the indicated service was provided (e.g., ambulance, school).",Eob.item[N].locationCodeableConcept.coding.code,"Eob.item.locationCodeableConcept.coding.system = ""https://bluebutton.cms.gov/resources/variables/line_place_of_srvc_cd""

Eob.item.locationCodeableConcept.coding.display = {corresponding description from valueset specfied in .system}
",,CHAR,PLCSRVC,LINE_PLACE_OF_SRVC_CD
CCLF6,CLM_LINE_FROM_DT,Claim Line From Date,The date the service associated with the line item began.,Eob.item[N].servicedPeriod.start,,,DATE,EXPNSDT1,LINE_1ST_EXPNS_DT
CCLF6,CLM_LINE_THRU_DT,Claim Line Thru Date,The date the service associated with the line item ended.,Eob.item.servicedPeriod.end,,,DATE,EXPNSDT2,LINE_LAST_EXPNS_DT
CCLF6,CLM_LINE_HCPCS_CD,HCPCS Code,"The HCPCS code representing the procedure, supply, product, and/or service provided to the beneficiary.","Eob.item[N].service.coding.code
","Eob.item.service.coding.system = ""https://bluebutton.cms.gov/resources/codesystem/hcpcs""",,CHAR,HCPCS_CD,HCPCS_CD
CCLF6,CLM_LINE_CVRD_PD_AMT,Claim Line NCH Payment Amount,The amount of payment made by Medicare on behalf of the beneficiary for the indicated service after deductible and coinsurance amounts have been paid.,Eob.item.adjudication.amount.value,"Eob.item.adjudication.amount.code = ""USD""
 Eob.item.adjudication.amount.system = ""urn:iso:std:iso:4217""
 Eob.item.adjudication.amount.category.code = "" https://bluebutton.cms.gov/resources/variables/line_nch_pmt_amt""
 Eob.item.adjudication.amount.category.display = ""Line NCH Medicare Payment Amount""

Eob.item.adjudication.amount.category.system = ""https://bluebutton.cms.gov/resources/codesystem/adjudication""",,NUM,LINEPMT,LINE_NCH_PMT_AMT
CCLF6,CLM_PRMRY_PYR_CD,Claim Primary Payer Code,"If a payer other than Medicare has primary responsibility for payment of the service indicated on the claim line, this code indicates the primary payer. This field is also known as the Line Beneficiary Primary Payer Code. If this field is blank, Medicare is the primary payer for the beneficiary.",Eob.item.extension[N].valueCoding.code,"Discriminator =  Eob.item.extension[N].url=""https://bluebutton.cms.gov/resources/variables/line_bene_prmry_pyr_cd""

Eob.item.extension[N].valueCoding.system = ""https://bluebutton.cms.gov/resources/variables/line_bene_prmry_pyr_cd""
 Eob.item.extension[N].valueCoding.display = {corresponding description from valueset specified in .system}


Extension definition located at https://bluebutton.cms.gov/assets/ig/StructureDefinition-bluebutton-dme-line-bene-prmry-pyr-cd-extension.html","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab

For information about extensions, see ""Extensions"" in the Glossary tab",CHAR,LPRPAYCD,LINE_BENE_PRMRY_PYR_CD
CCLF6,PAYTO_PRVDR_NPI_NUM,Pay-to Provider NPI Number,A number that identifies the provider billing for the indicated service on the claim line. Each provider is assigned its own unique NPI.,"Eob.careTeam[N].provider.identifier.value
","Discriminator =  
Eob.careTeam[N].provider.role.coding.code = ""operating""

Eob.careTeam[N].provider.identifier.system = ""http://hl7.org/fhir/sid/us-npi""
 ","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab",CHAR,SUP_NPI,PRVDR_NPI
CCLF6,ORDRG_PRVDR_NPI_NUM,Ordering Provider NPI Number,A number that identifies the provider ordering the indicated service on the claim line. Each provider is assigned its own unique NPI.,Eob.careTeam[N].provider.identifier.value,"Eob.careTeam[N].provider.identifier.system=""http://hl7.org/fhir/sid/us-npi""
 Eob.careTeam[N].provider.role.coding.code = ""other""",,CHAR,RFR_NPI,RFR_PHYSN_NPI
CCLF6,CLM_CARR_PMT_DNL_CD,Claim Carrier Payment Denial Code,"Indicates to whom payment was made (e.g., physician, beneficiary) or if the claim was denied","Eob.extension[N].valueCoding.code
","Discriminator =   Eob.extension[N].url = ""https://bluebutton.cms.gov/resources/variables/carr_clm_pmt_dnl_cd""

Eob.extension[N].valueCoding.system = ""https://bluebutton.cms.gov/resources/variables/carr_clm_pmt_dnl_cd""

Eob.extension[N].valueCoding.display = {corresponding description from valueset specified in .system}","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab

For information about extensions, see ""Extensions"" in the Glossary tab",CHAR,PMTDNLCD,CARR_CLM_PMT_DNL_CD
CCLF6,CLM_PRCSG_IND_CD,Claim Processing Indicator Code,Indicates whether the service indicated on the claim line was allowed or the reason it was denied.,Eob.item[N].adjudication[N].reason.coding.code,"discriminator = Eob.item.adjudication.reason.coding.system = ""https://bluebutton.cms.gov/resources/variables/line_prcsg_ind_cd""

Eob.item.adjudication.category.code = ""https://bluebutton.cms.gov/resources/variables/line_prcsg_ind_cd""
 Eob.item[N].adjudication[N].reason.coding.display = {corresponding description from valueset specified in .system}
 Eob.item[N].adjudication[N].category.display = ""Line Processing Indicator Code""

Eob.item[N].adjudication[N].category.system=""https://bluebutton.cms.gov/resources/codesystem/adjudication""","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab",CHAR,PRCNGIND,LINE_PRCSG_IND_CD
CCLF6,CLM_ADJSMT_TYPE_CD,Claim Adjustment Type Code,"Indicates whether the claim an original, cancelation, or adjustment claim.",,,,CHAR,N/A,N/A
CCLF6,CLM_EFCTV_DT,Claim Effective Date,The date the claim was processed and added to the NCH. (AKA NCH Weekly Processing Date),Eob.information[N].timingDate,"Discriminator =  information[N].category.coding.code = ""https://bluebutton.cms.gov/resources/variables/nch_wkly_proc_dt/""","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab",DATE,WKLY_DT,NCH_WKLY_PROC_DT
CCLF6,CLM_IDR_LD_DT,Claim IDR Load Date,When the claim was loaded into the IDR.,Not mapped,,,DATE,N/A,N/A
CCLF6,CLM_CNTL_NUM,Claim Control Number,"A unique number assigned to a claim by the Medicare carrier.
 This number allows CMS to associate each line item with its respective claim.","Eob.identifier[N].value
","Discriminator =  Eob.identifier[N].system = ""https://bluebutton.cms.gov/resources/variables/clm_id""","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab",NUM,CLM_ID,CLM_ID
CCLF6,BENE_EQTBL_BIC_HICN_NUM,Beneficiary Equitable BIC HICN Number,"This number is an “umbrella” HICN that groups certain HICNs together at the beneficiary level. For example, if a beneficiary’s spouse becomes widowed, the HICN will change, but the Beneficiary Equitable BIC HICN will not. This groups the pre- and post-widow status HICNs together. Note that the ONLY use of this field is to link together claims that all represent the same event using the natural key.",Not mapped,HICN is not provided,,NUM,N/A,N/A
CCLF6,CLM_LINE_ALOWD_CHRG_AMT,Claim Line Allowed Charges Amount,The amount Medicare approved for payment to the provider.,Eob.item[N].adjudication[N].amount.value,"discriminator =  Eob.item[N].adjudication[N].category.coding.code = ""https://bluebutton.cms.gov/resources/variables/line_alowd_chrg_amt""

Eob.item[N].adjudication[N].amount.system = ""urn:iso:std:iso:4217"" 

Eob.item[N].adjudication[N].amount.code = ""USD""
 
Eob.item[N].adjudication[N].category.system = ""https://bluebutton.cms.gov/resources/codesystem/adjudication""
 Eob.item[N].adjudication[N].category.display = ""Line Allowed Charge Amount""","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab",NUM,LALOWCHG,LINE_ALOWD_CHRG_AMT
CCLF6,CLM_DISP_CD,Claim Disposition Code,"Information regarding payment actions on the claim. (01=accepted, 02=accepted (automatic adjustment), 03=cancel accepted)",Eob.disposition,,,CHAR,DISP_CD,CLM_DISP_CD
,,,,,,,,,
CCLF7,CUR_CLM_UNIQ_ID,Current Claim Unique Identifier,A unique identification number assigned to the claim. ,"Not mapped
",The values displayed for Current Claim Unique Identifier in CCLF files are unique to CCLF. There is no direct mapping of CUR_CLM_UNIQ_ID (CCLF) to FHIR ,,CHAR,PDE_ID,PDE_ID
CCLF7,BENE_MBI_ID,Medicare Beneficiary Identifier,A Medicare Beneficiary Identifier assigned to a beneficiary.,Patient.identifier[N].value,"Discriminator =  Patient.identifier[N].system = ""http://hl7.org/fhir/sid/us-mbi"" and Patient.extension[N].valueCoding.code = ""current""

Eob.patient.reference provides logical reference to corresponding Patient resource e.g. /Patient/123.  

","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab",CHAR,BENE_ID,BENE_ID
CCLF7,BENE_HIC_NUM,Beneficiary HIC Number,"A beneficiary identifier. The HICN that appears in this field is the beneficiary’s current HICN, not necessarily the HICN that was used to process the claim.",Not mapped,HICN is not provided,,CHAR,N/A,N/A
CCLF7,CLM_LINE_NDC_CD,NDC Code,A universal unique product identifier for human drugs.,"Eob.item.service.coding.code
 "," Eob.item.service.coding.system = ""http://hl7.org/fhir/sid/ndc""

",,CHAR,PRDSRVID,PROD_SRVC_ID
CCLF7,CLM_TYPE_CD,Claim Type Code,Signifies the type of claim being submitted through the Medicare or Medicaid programs.,"Eob.type.coding[N].code
","Discriminator =  type.coding.system = ""https://bluebutton.cms.gov/resources/variables/nch_clm_type_cd""
OR
""https://bluebutton.cms.gov/resources/codesystem/eob-type""
OR
http://hl7.org/fhir/ex-claimtype



type.coding.display = {corresponding description from valueset specified in .system}","See https://bluebutton.cms.gov/resources/codesystem/eob-type/

For information about list elements and discriminators, see ""Slicing"" in the Glossary tab",CHAR,CLM_TYPE,NCH_CLM_TYPE_CD
CCLF7,CLM_LINE_FROM_DT,Claim Line From Date,The date the service associated with the line item began (ie date on which prescription was filled),Eob.item[N].servicedPeriod.start,,,DATE,SRVC_DT,SRVC_DT
CCLF7,PRVDR_SRVC_ID_QLFYR_CD,Provider Service Identifier Qualifier Code,Indicates the type of number used to identify the pharmacy providing the services.,"Not mapped - see Additional info
","The codes for this field are defined here: https://resdac.org/cms-data/variables/service-provider-identification-number-qualifier-code.  In FHIR, the type of a provider identiifer can be determined by inspecting the corresponding .system attribute e.g. ""http://hl7.org/fhir/sid/us-npi""",,CHAR,PRSCQLFR,PRSCRBR_ID_QLFYR_CD
CCLF7,CLM_SRVC_PRVDR_GNRC_ID_NUM,Claim Service Provider Generic ID Number,The number associated with the indicated code in the Provider Service Identification Qualifier Code,Explanation of Benefit.careTeam[N].provider,"Discriminator =  
Eob.careTeam[N].role.coding.code=""prescribing""

Eob.careTeam[N].provider.identifier.system=""http://hl7.org/fhir/sid/us-npi""","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab",CHAR,PRSCRBID,PRSCRBR_ID
CCLF7,CLM_DSPNSNG_STUS_CD,Claim Dispensing Status Code,"Indicates the status of prescription fulfillment (P=partially filled, C=completely filled)","Not mapped - see Additional Info
",This field has been retired.  See https://resdac.org/cms-data/variables/dispensing-status-code for more information,,CHAR,DSPNSTCD,DSPNSNG_STUS_CD
CCLF7,CLM_DAW_PROD_SLCTN_CD,Claim Dispense as Written (DAW) Product Selection Code,Indicates prescriber's instructions regarding generic substitution or how those instructions were followed.,Eob.information[N].code.coding.code,"Discriminator =  
Eob.information[N].category.coding.system = ""https://bluebutton.cms.gov/resources/variables/daw_prod_slctn_cd""

Eob.information[N].code.coding.system = ""https://bluebutton.cms.gov/resources/variables/daw_prod_slctn_cd""
 Eob.information[N].code.coding.display= {corresponding description from valueset identified in .system}
 ","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab",CHAR,DAWPS_CD,DAW_PROD_SLCTN_CD
CCLF7,CLM_LINE_SRVC_UNIT_QTY,Claim Line Service Unit Quantity,"Count of total units, at the line-item level, associated with services needing unit reporting (e.g., anesthesia time units and blood units).",Eob.item[N].quantity.value,,,NUM,QTYDSPNS,QTY_DSPNSD_NUM
CCLF7,CLM_LINE_DAYS_SUPLY_QTY,Claim Line Days’ Supply Quantity,The number of days the supply of medication dispensed by the pharmacy will cover.,Eob.item[N].quantity.extension[N].valueQuantity.value,"discriminator = Eob.item[N].quantity.extension[N].url = ""https://bluebutton.cms.gov/resources/variables/days_suply_num""

","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab

For information about extensions, see ""Extensions"" in the Glossary tab",NUM,DAYSSPLY,DAYS_SUPLY_NUM
CCLF7,PRVDR_PRSBNG_ID_QLFYR_CD,Provider Prescribing ID Qualifier Code,Indicates the type of number used to identify the prescribing provider,"Not mapped
","All identifiers are NPI, so code is not needed (e.g. 06=UPIN; 07=NCPDP Number; 08=State License, etc)",,CHAR,PRVDQLFR,SRVC_PRVDR_ID_QLFYR_CD
CCLF7,CLM_PRSBNG_PRVDR_GNRC_ID_NUM,Claim Prescribing Provider Generic ID Number,The number associated with the indicated code in the Provider Prescribing Service Identification Qualifier Code field.,"Eob.facility.identifer.value
","Eob.facility.identifier.type = ""http://hl7.org/fhir/sid/us-npi""

NOTE, all identifiers are NPI.  See PRVDR_PRSBNG_ID_QLFYR_CD above",,CHAR,PRVDR_ID,SRVC_PRVDR_ID
CCLF7,CLM_LINE_BENE_PMT_AMT,Claim Line Beneficiary Payment Amount,"The dollar amount paid by the beneficiary that is not reimbursed by a third party (e.g., copayments, coinsurance, deductible or other patient pay amounts).",Eob.item[N].adjudication[N].amount.value,"Discriminator =  Eob.item[N].adjudication[N].caegory.coding.code = ""https://bluebutton.cms.gov/resources/variables/ptnt_pay_amt""

Eob.item[N].adjudication[N].amount.code = ""USD""
 Eob.item[N].adjudication[N].amount.system = ""urn:iso:std:iso:4217""",,NUM,PTPAYAMT,PTNT_PAY_AMT
CCLF7,CLM_ADJSMT_TYPE_CD,Claim Adjustment Type Code,"Indicates whether the claim was an original, cancellation, or adjustment claim.",Eob.status,,,CHAR,N/A,N/A
CCLF7,CLM_EFCTV_DT,Claim Effective Date,Date claim processed and added to NCH (AKA NCH Weekly Processing Date),Eob.information[N].timingDate,"Discriminator =  information[N].category.coding.code = ""https://bluebutton.cms.gov/resources/variables/nch_wkly_proc_dt/""

.information[a].category.coding[a].system = https://bluebutton.cms.gov/resources/codesystem/information","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab",DATE,WKLY_DT,NCH_WKLY_PROC_DT
CCLF7,CLM_IDR_LD_DT,Claim IDR Load Date,When the claim was loaded into the IDR,Not mapped,,,DATE,N/A,N/A
CCLF7,CLM_LINE_RX_SRVC_RFRNC_NUM,Claim Line Prescription Service Reference Number,Identifies a prescription dispensed by a particular service provider on a particular service date.,"Eob.identifier[N].value
","Discriminator =  
Eob.resource.identifier.system = ""https://bluebutton.cms.gov/resources/variables/rx_srvc_rfrnc_num""

","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab",NUM,SRVRFNUM,RX_SRVC_RFRNC_NUM
CCLF7,CLM_LINE_RX_FILL_NUM,Claim Line Prescription Fill Number,Assigned to the current dispensed supply by the pharmacy. It designates the sequential order of the original fill or subsequent refills of a prescription.,Eob.item[N].extension[N].value,"extension[N] distiguished by Eob.item.extension.url = ""https://bluebutton.cms.gov/resources/variables/fill_num""","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab

For information about extensions, see ""Extensions"" in the Glossary tab",NUM,FILL_NUM,FILL_NUM
CCLF7,CLM_PHRMCY_SRVC_TYPE_CD,Claim Pharmacy Service Type Code,A unique identifier of a type of service being performed by a pharmacy when different contractual terms exist between a payer and the pharmacy or when benefits are based upon the type of service performed. ,"Eob.facility.extension.valueCoding.code
","Eob.facility.extension.url = ""https://bluebutton.cms.gov/resources/variables/phrmcy_srvc_type_cd""

Eob.facility.extension.valueCoding.system = ""https://bluebutton.cms.gov/resources/variables/phrmcy_srvc_type_cd""","For information about extensions, see ""Extensions"" in the Glossary tab",CHAR,PHRMCY_SRVC_TYPE_CD,PHRMCY_SRVC_TYPE_CD
,,,,,,,,,
CCLF8,BENE_MBI_ID,Medicare Beneficiary Identifier,A Medicare Beneficiary Identifier assigned to a beneficiary. ,Patient.identifier[N].value,"Discriminator =  Patient.identifier[N].system = ""http://hl7.org/fhir/sid/us-mbi"" and Patient.extension[N].valueCoding.code = ""current""
","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab",CHAR,BENE_ID1,BENE_ID
CCLF8,BENE_HIC_NUM,Beneficiary HIC Number,"A beneficiary identifier. The HICN that appears in this field is the beneficiary’s current HICN, not necessarily the HICN that was used to process the claim.",Not mapped,HICN is not provided,,CHAR,N/A,N/A
CCLF8,BENE_FIPS_STATE_CD,Beneficiary FIPS State Code,Identifies the state where the beneficiary receiving services resides.,Patient.address.state,,,CHAR,,PRVDR_STATE_CD
CCLF8,BENE_FIPS_CNTY_CD,Beneficiary FIPS County Code,Identifies the county where the beneficiary receiving services resides.,"No longer Mapped, use Beneficiary mailing addresses to get county information",,,CHAR,N/A,N/A
CCLF8,BENE_ZIP_CD,Beneficiary ZIP Code,The beneficiary's ZIP code as indicated in their medicare enrollment record,Patient.address.postalCode,,,CHAR,BENE_ZIP,BENE_ZIP_CD
CCLF8,BENE_DOB,Beneficiary Date of Birth,"The month, day, and year of the beneficiary's birth.",patient.birthDate,,,DATE,BENE_BIRTH_DT,BENE_BIRTH_DT
CCLF8,BENE_SEX_CD,Beneficiary Sex Code,The beneficiary's sex.,Patient.gender,,,CHAR,BENE_SEX_IDENT_CD,BENE_SEX_IDENT_CD
CCLF8,BENE_RACE_CD,Beneficiary Race Code,The beneficiary's race.,"Patient.extension[N].valueCoding.code
","Discriminator =  Patient.extension[N].url = ""https://bluebutton.cms.gov/resources/variables/race""
 Patient.extension[N].valueCoding.system=""https://bluebutton.cms.gov/resources/variables/race""

Patient.extension[N].valueCoding.display = {corresponding description from valueset specified in .system}

Extension defined at https://bluebutton.cms.gov/assets/ig/StructureDefinition-bluebutton-patient-race-extension.html","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab

For information about extensions, see ""Extensions"" in the Glossary tab",CHAR,RACE,BENE_RACE_CD
CCLF8,BENE_AGE,Beneficiary Age,"The beneficiary’s current age, as calculated by subtracting the beneficiary’s date of birth from the current date.",Not mapped,Recommendation is to use Beneficiary Date of Birth to calculate age,,CHAR,N/A,N/A
CCLF8,BENE_MDCR_STUS_CD,Beneficiary Medicare Status Code,Indicates the reason for a beneficiary's entitlement to Medicare benefits as of a particular date.,Coverage.extension[N].valueCoding.code,"Discriminator =  Coverage.extension.url=""https://bluebutton.cms.gov/resources/variables/ms_cd""

Coverage.extension.valueCoding.system=""https://bluebutton.cms.gov/resources/variables/ms_cd""

Coverage.extension.valueCoding.display = {corresponding description from valueset specified in .system}

Extension defintion at https://bluebutton.cms.gov/assets/ig/StructureDefinition-bluebutton-coverage-ms-cd-extension.html","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab

For information about extensions, see ""Extensions"" in the Glossary tab",CHAR,MS_CD,BENE_MDCR_STATUS_CD
CCLF8,BENE_DUAL_STUS_CD,Beneficiary Dual Status Code,"Identifies the most recent entitlement status of beneficiaries eligible for a program(s) in addition to Medicare (e.g., Medicaid).",Coverage.extension[N].valueCoding.code,"Discriminator =  Coverage.extension[N].url = ""https://bluebutton.cms.gov/resources/variables/dual_01""

","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab

For information about extensions, see ""Extensions"" in the Glossary tab",CHAR,DUAL_01,DUAL_STUS_CD_01
CCLF8,BENE_DEATH_DT,Beneficiary Death Date,"The month, day, and year of a beneficiary's death",Patient.deceased[x],,,DATE,,BENE_DEATH_DT
CCLF8,BENE_RNG_BGN_DT,Date beneficiary enrolled in Hospice,The date the beneficiary enrolled in hospice.,Eob.hospitalization.start,For hospice claims,,DATE,N/A,CLM_HOSPC_START_DT_ID
CCLF8,BENE_RNG_END_DT,Date beneficiary ended Hospice,The date the beneficiary disenrolled in hospice.,Eob.hospitalization.end,For hospice claims,,DATE,N/A,N/A
CCLF8,BENE_1ST_NAME,Beneficiary First Name,The first name of the beneficiary.,Patient.name.given[N],,,CHAR,BENE_GVN_NAME,BENE_GVN_NAME
CCLF8,BENE_MIDL_NAME,Beneficiary Middle Name,The middle name of the beneficiary.,Patient.name.given[N],,,CHAR,BENE_MDL_NAME,BENE_MDL_NAME
CCLF8,BENE_LAST_NAME,Beneficiary Last Name,The last name of the beneficiary.,Patient.name.family,,,CHAR,BENE_SRNM_NAME,BENE_SRNM_NAME
CCLF8,BENE_ORGNL_ENTLMT_RSN_CD,Beneficiary Original Entitlement Reason Code,The reason for the beneficiary's original entitlement to Medicare benefits.,"Coverage.extension[N].valueCoding.code

","Discriminator =  Coverage.extension[N].url = ""https://bluebutton.cms.gov/resources/variables/orec""

Coverage.extension[N].valueCoding.system = ""https://bluebutton.cms.gov/resources/variables/orec""

Coverage.extension.valueCoding.display = {corresponding description from valueset specified in .system}

Extension definition at https://bluebutton.cms.gov/assets/ig/StructureDefinition-bluebutton-coverage-orec-extension.html","For information about list elements and discriminators, see ""Slicing"" in the Glossary tab

For information about extensions, see ""Extensions"" in the Glossary tab",CHAR,OREC,ENTLMT_RSN_ORIG
